"","Title","Artist","Year","Museum","Id"
"33055","Modern Picture War","Joseph Nechvatal",1984,"Moma",13904
"33056","XRTC 4","Gabriel Orozco",1996,"Moma",13905
"33057","Self-Portrait","Charles Sheeler",1923,"Moma",13906
"33058","Jules Pascin","Peggy Bacon",1927,"Moma",13907
"33059","Studies for Sculpture","Rudolf Hoflehner",1957,"Moma",13908
"33060","Marine Scene, Twilight","Lyonel Feininger",1950,"Moma",13909
"33061","(Untitled sketchbook with 28 drawings)","Sonia Sekula",1961,"Moma",13910
"33062","False Narrows II from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13911
"33063","Untitled (I've been married..."")","Richard Prince",1986,"Moma",13912
"33064","Untitled (""My father was never home..."")","Richard Prince",1986,"Moma",13913
"33065","Untitled (""A couple is driving..."")","Richard Prince",1987,"Moma",13914
"33066","Untitled (""What it means...Do you know what..."")","Richard Prince",1991,"Moma",13915
"33067","Untitled (""I wasn't invited here..."")","Richard Prince",1986,"Moma",13916
"33068","Untitled (""Black crows..."")","Richard Prince",1990,"Moma",13917
"33069","Untitled (""A friend of mine..."")","Richard Prince",1990,"Moma",13918
"33070","Untitled (""My brother..."")","Richard Prince",1967,"Moma",13919
"33071","Korean Air","Gabriel Orozco",1997,"Moma",13920
"33072","Creation of the Sun and Moon","Charles L. Goeller",1933,"Moma",13921
"33073","Of Domestic Utility","Charles Sheeler",1933,"Moma",13922
"33074","Dancing Sailors","Charles Demuth",1918,"Moma",13923
"33075","Replica of Fugue in Two Colors: Amorpha, 1912","František Kupka",1946,"Moma",13924
"33076","Caribbean Landscape","André Masson",1941,"Moma",13925
"33077","Untitled","Lyonel Feininger",1950,"Moma",13926
"33078","(Untitled Sketchbook with 7 Drawings)","Sonia Sekula",1957,"Moma",13927
"33079","Bard College","Ellen Phelan",1980,"Moma",13928
"33080","Untitled","Richard Prince",1985,"Moma",13929
"33081","Vaudeville Musicians","Charles Demuth",1917,"Moma",13930
"33082","Sleeping Peasants","Pablo Picasso",1919,"Moma",13931
"33083","Replica of (1946) Solo of a Brown Stroke","František Kupka",1946,"Moma",13932
"33084","Study for Sculpture","Michael Mullen",1960,"Moma",13933
"33085","Untitled","Lyonel Feininger",1950,"Moma",13934
"33086","(Untitled Sketchbook with 8 drawings)","Sonia Sekula",1954,"Moma",13935
"33087","Untitled","Richard Prince",1984,"Moma",13936
"33088","Gardner & Sunset","Edward Ruscha",1998,"Moma",13937
"33089","Tulips and Etruscan Vase","Charles Sheeler",1922,"Moma",13938
"33090","The Good Samaritan","Eugene Berman",1930,"Moma",13939
"33091","Vaudeville Dancers","Charles Demuth",1918,"Moma",13940
"33092","Replica (1946) of Vertical Planes","František Kupka",1946,"Moma",13941
"33093","John Dewey","Henri Matisse",1930,"Moma",13942
"33094","a. Untitled b. Untitled","Lyonel Feininger",1952,"Moma",13943
"33095","Untitled","Bart Van Der Leck",1917,"Moma",13944
"33096","The Mill at Horta","Pablo Picasso",1909,"Moma",13945
"33097","Costume design for the play Romeo and Juliet","Lyubov Popova",1921,"Moma",13946
"33098","Untitled","Mark Rothko",1945,"Moma",13947
"33099","Untitled (Roy Rogers)","Andy Warhol",1948,"Moma",13948
"33100","Untitled","Lyonel Feininger",1952,"Moma",13949
"33102","Untitled","Susan Rothenberg",1982,"Moma",13950
"33103","Untitled","David Salle",1981,"Moma",13951
"33104","Untitled (Unknown Male)","Andy Warhol",1957,"Moma",13952
"33105","Birch Trees","Emile Branchard",1930,"Moma",13953
"33106","The Traitor","Aldemir Martins",1953,"Moma",13954
"33107","Mannequin","Mario Sironi",1918,"Moma",13955
"33108","Rain","Lyonel Feininger",1952,"Moma",13956
"33109",".a) Rain .b) Walking Figures","Lyonel Feininger",1952,"Moma",13957
"33110","Walking Figures","Lyonel Feininger",1952,"Moma",13958
"33111","Roll of Bills","Andy Warhol",1962,"Moma",13959
"33112","Untitled 7.12.90","Sean Scully",1990,"Moma",13960
"33113","Untitled (Feet)","Andy Warhol",1958,"Moma",13961
"33114","Winding Road","Emile Branchard",1920,"Moma",13962
"33115","Handmade Stereopticon Slide","Marcel Duchamp",1918,"Moma",13963
"33116","The Young Beggar","Aldemir Martins",1956,"Moma",13964
"33117","Soldier","Mario Sironi",1914,"Moma",13965
"33118","Farewell to ""82""","Lyonel Feininger",1954,"Moma",13966
"33119","Traces of Love No. 23","Mario Dyyon",1970,"Moma",13967
"33121","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13968
"33122","The Golden Windows","Robert Wilson",1981,"Moma",13969
"33123","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13970
"33124","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13971
"33125","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13972
"33126","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13973
"33127","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13974
"33128","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13975
"33129","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13976
"33130","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13977
"33131","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13978
"33132","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13979
"33133","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13980
"33134","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13981
"33135","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13982
"33136","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13983
"33137","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13984
"33138","Design for the play The Golden Windows","Robert Wilson",1982,"Moma",13985
"33139","Sketch for Quarry Project: Texas Overflow","Robert Smithson",1968,"Moma",13986
"33140","Sunday Stroll, Vienna","Adolf Dehn",1927,"Moma",13987
"33141","Hot Weather!","Lyonel Feininger",1954,"Moma",13988
"33142","Fire in the Evening","Paul Klee",1929,"Moma",13989
"33143","Untitled","Jackson Pollock",1951,"Moma",13990
"33144","Sketch for Quarry Project: Texas Overflow","Robert Smithson",1968,"Moma",13991
"33145","Hudson River Landscape with Figures","Abraham Walkowitz",1912,"Moma",13992
"33146","The Rape of Europa IV","Jacques Lipchitz",1941,"Moma",13993
"33147","Untitled","Lyonel Feininger",1954,"Moma",13994
"33148","Girl with Tulips (Jeanne Vaderin)","Henri Matisse",1910,"Moma",13995
"33149","Cecil Beaton","Patrick Procktor",1967,"Moma",13996
"33150","Sketch for Quarry Project: Texas Overflow","Robert Smithson",1968,"Moma",13997
"33151","Untitled","Lyonel Feininger",1954,"Moma",13998
"33152","Tangier","Patrick Procktor",1968,"Moma",13999
"33153","Sketch for Quarry Project: Texas Overflow","Robert Smithson",1968,"Moma",14000
"33154","Figure (Study for die Empfindung)","Ferdinand Hodler",1902,"Moma",14001
"33155","Promenade","Man Ray (Emmanuel Radnitzky)",1915,"Moma",14002
"33156","Untitled","Lyonel Feininger",1954,"Moma",14003
"33157","Portrait of Misia","Édouard Vuillard",1914,"Moma",14004
"33158","Sketch for Quarry Project: Texas Overflow","Robert Smithson",1968,"Moma",14005
"33159","Head","Max Weber",1928,"Moma",14006
"33160","Study for Painting with White Form (Entwurf zu Bild mit weisser Form)","Vasily Kandinsky",1913,"Moma",14007
"33161","Collage, 283","Anne Ryan",1952,"Moma",14008
"33162","Father and Child","Ben Shahn",1946,"Moma",14009
"33163","Study for ""Nighttime, Enigma and Nostalgia""","Arshile Gorky",1931,"Moma",14010
"33164","Umble #2","Richard Artschwager",1970,"Moma",14011
"33165","Farmhouse in Flanders","Georges Lemmen",1890,"Moma",14012
"33166","Archaic Idol","Mark Rothko",1945,"Moma",14013
"33167","Seated Nude","Max Weber",1928,"Moma",14014
"33168","Nude in Chemise","Emil Ganso",1932,"Moma",14015
"33169","Street Singer","André Masson",1941,"Moma",14016
"33170","He Is Arisen","Romare Bearden",1945,"Moma",14017
"33171","Watercolor No. 13 (Aquarell No. 13)","Vasily Kandinsky",1913,"Moma",14018
"33172","Collage","Anne Ryan",1952,"Moma",14019
"33173","Study for Father and Child","Ben Shahn",1946,"Moma",14020
"33174","Studies for Father and Child","Ben Shahn",1946,"Moma",14021
"33175","Study for Father and Child","Ben Shahn",1946,"Moma",14022
"33176","Study for Father and Child","Ben Shahn",1946,"Moma",14023
"33177","Study for Father and Child","Ben Shahn",1946,"Moma",14024
"33178","Study for Father and Child","Ben Shahn",1946,"Moma",14025
"33179","Study for Father and Child","Ben Shahn",1946,"Moma",14026
"33180","Cinna the Poet","Jacob Landau",1959,"Moma",14027
"33181","Untitled","Hans Hartung",1960,"Moma",14028
"33182","Marcel Duchamp","Jean Crotti",1950,"Moma",14029
"33183","Two Models","Philip Pearlstein",1975,"Moma",14030
"33184","Circus Act","Georges Rouault",1905,"Moma",14031
"33185","Prisoner of the Mirror: Transfiguring Your Death","André Masson",1939,"Moma",14032
"33186","The Bridge at Worms","Corrado Cagli",1945,"Moma",14033
"33187","Watercolor No. 14 (Aquarell No. 14)","Vasily Kandinsky",1913,"Moma",14034
"33188","Collage, 269","Anne Ryan",1949,"Moma",14035
"33189","Red Bird","Agnes Martin",1964,"Moma",14036
"33190","Passer-By (Schreitende)","Otto Dix",1923,"Moma",14037
"33191","Wax","Edward Ruscha",1967,"Moma",14038
"33192","Untitled","Robert Gober",1995,"Moma",14039
"33193","Still Life","Max Weber",1926,"Moma",14040
"33194","The Concentration Camp of Buchenwald","Corrado Cagli",1945,"Moma",14041
"33195","Blue (Blau)","Vasily Kandinsky",1927,"Moma",14042
"33196","Untitled","Yves Tanguy",1926,"Moma",14043
"33197","Drawing for With Energy Beyond These Walls","Juan Downey",1969,"Moma",14044
"33198","1984","Edward Ruscha",1967,"Moma",14045
"33199","Out of Bounds","David Hammons",1995,"Moma",14046
"33200","Fugue","Amédée Ozenfant",1925,"Moma",14047
"33201","Snail (Schnecke)","Paul Klee",1914,"Moma",14048
"33202","La Goulue at the Moulin Rouge","Henri de Toulouse-Lautrec",1891,"Moma",14049
"33203","Untitled","Yves Tanguy",1945,"Moma",14050
"33204","Untitled: From Chickasaw Series. (Grimes Manufacturing)","John Freeman",1970,"Moma",14051
"33205","James Rosenquist","Theo Wujcik",1975,"Moma",14052
"33206","Standing Girl Wrapped in Blanket","Egon Schiele",1911,"Moma",14053
"33207","Advocate of the Personal","Eva Hesse",1963,"Moma",14054
"33208","Wrestlers","Max Weber",1928,"Moma",14055
"33209","With the Red X (Mit dem roten X)","Paul Klee",1914,"Moma",14056
"33210","Untitled: From Chickasaw Series. (Grimes Manufacturing)","John Freeman",1970,"Moma",14057
"33211","The Figural Cabinet (Das figurale Kabinett)","Oskar Schlemmer",1922,"Moma",14058
"33212","THE PILOT","Jörg Immendorff",1993,"Moma",14059
"33213","Head","Max Weber",1929,"Moma",14060
"33214","Going to Get Married","George Overbury (""Pop"") Hart",1920,"Moma",14061
"33215","Untitled: From Mushkogee System (Westinghouse)","John Freeman",1970,"Moma",14062
"33216","Pimlico","Walter Richard Sickert",1909,"Moma",14063
"33217","IMMENDORFF'S PROGRESS / THE RAKE'S PROGRESS GOES ON","Jörg Immendorff",1994,"Moma",14064
"33218","Flowers in the Wind (Blumen im Wind)","Paul Klee",1922,"Moma",14065
"33219","Untitled: From Muskhogee System. (Westinghouse)","John Freeman",1970,"Moma",14066
"33220","Jack Ashore","Walter Richard Sickert",1910,"Moma",14067
"33221","IN THE HOUSE OF MOTHER GOOSE (THE RAKE'S PROGRESS)","Jörg Immendorff",1994,"Moma",14068
"33222","The Shine","Charles Demuth",1916,"Moma",14069
"33223","104","Robert Goodnough",1968,"Moma",14070
"33224","Study for X-Delta","Mark di Suvero",1969,"Moma",14071
"33225","Seated Woman","Matthew Smith",1915,"Moma",14072
"33226","Untitled (The Rake's Progress)","Jörg Immendorff",1994,"Moma",14073
"33227","Mythological Personage","Rene Portocarrero",1945,"Moma",14074
"33228","Flower Garden (Blumengarten)","Paul Klee",1924,"Moma",14075
"33229","Head of a Woman (Frauenkopf)","Paul Kleinschmidt",1935,"Moma",14076
"33230","René Bertelé","Jean Dubuffet",1947,"Moma",14077
"33231","Joe Gould","Joseph Stella",1919,"Moma",14078
"33232","I DROVE ALL NIGHT","Jörg Immendorff",1995,"Moma",14079
"33233","Firenze","Ione Robinson",1944,"Moma",14080
"33234","Nude","Karl Anton Fleck",1974,"Moma",14081
"33235","Harold Rosenberg","Hedda Sterne",1964,"Moma",14082
"33236","Monkey Island: Travelogue","Mike Kelley",1982,"Moma",14083
"33237","Old City Architecture (Alte Stadt-Architektur)","Paul Klee",1924,"Moma",14084
"33238","London Boy, ""Bombardment""","Ione Robinson",1945,"Moma",14085
"33239","Untitled","Fritz Glarner",1942,"Moma",14086
"33240","Balinese Woman","Maurice Sterne",1913,"Moma",14087
"33241","Blessing","Paul McCarthy",1989,"Moma",14088
"33242","Father Operation with Dog","Paul McCarthy",1989,"Moma",14089
"33243","Father with Shiny Shoes","Paul McCarthy",1989,"Moma",14090
"33244","Punishment (Strafe)","George Grosz",1934,"Moma",14091
"33245","Constance Leslie","Alfred Leslie",1976,"Moma",14092
"33246","Chess","Juliusz Studnicki",1963,"Moma",14093
"33247","Southeast","Pieter Laurens Mol",1987,"Moma",14094
"33248","Buoy, Maine","John Marin",1931,"Moma",14095
"33249","Portrait of Yasuo Kuniyoshi","Marguerite Zorach",1927,"Moma",14096
"33250","The Calf Doesn't Want To Go","Yasuo Kuniyoshi",1922,"Moma",14097
"33251","The Swineherd","Pablo Picasso",1906,"Moma",14098
"33252","Hell","Juliusz Studnicki",1965,"Moma",14099
"33253","Fenelon","Louise Bourgeois",1994,"Moma",14100
"33254","Vigilantia","Pieter Laurens Mol",1996,"Moma",14101
"33255","Praying Hands, Bali","Maurice Sterne",1913,"Moma",14102
"33256","Fisherman","William Zorach",1927,"Moma",14103
"33257","Near Sounds -- Percussion Drawing 10","Edda Renouf",1977,"Moma",14104
"33258","Man Asleep","Sam Szafran",1966,"Moma",14105
"33259","Hold Up","Louise Bourgeois",1989,"Moma",14106
"33260","Yellow Sorrow","Pieter Laurens Mol",1996,"Moma",14107
"33261","Percussion Drawing 14","Edda Renouf",1976,"Moma",14108
"33262","Gertrude Stein","Pavel Tchelitchew",1927,"Moma",14109
"33263","Throbbing Pulse","Louise Bourgeois",1944,"Moma",14110
"33264","Untitled","David Moreno",1994,"Moma",14111
"33265","Spring","William Zorach",1927,"Moma",14112
"33267","Hen","Saul Steinberg",1945,"Moma",14113
"33268","Copal No. 8","Dorothea Rockburne",1976,"Moma",14114
"33269","Edith Sitwell","Pavel Tchelitchew",1928,"Moma",14115
"33270","Untitled","Louise Bourgeois",1943,"Moma",14116
"33271","Metaesquema","Hélio Oiticica",1956,"Moma",14117
"33272","Zither, Bottle, Pipe and Sheet Music","Louis Marcoussis",1919,"Moma",14118
"33273","Untitled Drawing, No. 41","Susan Rothenberg",1977,"Moma",14119
"33274","Drawing for the drypoint Children's Bath in the Garden (Toilette des enfants dans le jardin)","Suzanne Valadon",1910,"Moma",14120
"33275","Untitled","Louise Bourgeois",1943,"Moma",14121
"33276","Metaesquema No. 179","Hélio Oiticica",1956,"Moma",14122
"33277","Three Bathers","Max Weber",1909,"Moma",14123
"33278","Untitled","Louise Bourgeois",1946,"Moma",14124
"33279","Metaesquema No. 4066","Hélio Oiticica",1958,"Moma",14125
"33280","Ideas for Two-Figure Sculpture","Henry Moore",1944,"Moma",14126
"33281","""The Convict"": Monteur John Heartfield after Franz Jung's Attempt to Get Him Up on His Feet (""Der Sträfling"": Monteur John Heartfield nach Franz Jungs Versuch, ihn auf die Beine zu stellen)","George Grosz",1920,"Moma",14127
"33282","Maquettes for a set of red and yellow liturgical vestments","Henri Matisse",1950,"Moma",14128
"33283","Sunset","Vasily Yakovlovich Sitnikov",1961,"Moma",14129
"33284","Van Gogh","Carlos Alonso",1966,"Moma",14130
"33285","James Joyce","Pavel Tchelitchew",1928,"Moma",14131
"33286","Crystal Figure","Max Weber",1911,"Moma",14132
"33287","Untitled","Louise Bourgeois",1947,"Moma",14133
"33288","Metaesquema","Hélio Oiticica",1958,"Moma",14134
"33289","Endless Nude","Roberto Matta",1938,"Moma",14135
"33290","Wax Drawing No. 2","Peter Agostini",1962,"Moma",14136
"33291","Southsea Boats","Helmut Lang",1961,"Moma",14137
"33292","Winthrop Parkhurst","Mark Tobey",1916,"Moma",14138
"33293","Deya, Mallorca Day","Brett Whiteley",1967,"Moma",14139
"33294","Untitled","Louise Bourgeois",1950,"Moma",14140
"33295","Untitled","Lari Pittman",1997,"Moma",14141
"33296","Mythologie by Jean Cocteau","Giorgio de Chirico",1934,"Moma",14142
"33297","Two Dancers","Pablo Picasso",1919,"Moma",14143
"33298","Untitled","Aldemir Martins",1961,"Moma",14144
"33299","New York, No. 9","Frederick Wardy",1973,"Moma",14145
"33300","Desert Dust Storm, Tibooburra","Fred Williams",1967,"Moma",14146
"33301","Untitled","Louise Bourgeois",1950,"Moma",14147
"33302","Untitled","Martin Puryear",1994,"Moma",14148
"33303","Bio Cosmica C","Emilio J. Renart",1966,"Moma",14149
"33304","New York, No. 49","Frederick Wardy",1974,"Moma",14150
"33305","Flinders Island","Fred Williams",1968,"Moma",14151
"33306","Dune and Bushes","Milton Avery",1958,"Moma",14152
"33307","Untitled","Louise Bourgeois",1965,"Moma",14153
"33308","Untitled","Nancy Rubins",1997,"Moma",14154
"33309","Desperate Self-Portrait","Humberto Rivas",1966,"Moma",14155
"33310","Study for Still Life, 61","Tom Wesselmann",1975,"Moma",14156
"33311","Dorian Gray's Gown for at Home. Costume design for the unrealized play The Picture of Dorian Gray","Jim Dine",1968,"Moma",14157
"33312","Double Self-Portrait with Moving Hands at 2,626,636","Jonathan Borofsky",1979,"Moma",14158
"33313","Untitled","Louise Bourgeois",1965,"Moma",14159
"33314","Untitled","Rudolf Stingel",1995,"Moma",14160
"33315","CTA-104-E","Victor Vasarely",1965,"Moma",14161
"33316","Apolo 0.9","Carlos Rojas",1966,"Moma",14162
"33317","Lord Henry at Home. Costume design for the sign for The Picture of Dorian Gray","Jim Dine",1967,"Moma",14163
"33318","Study for The Palace at 4 a.m.","Alberto Giacometti",1932,"Moma",14164
"33319","Untitled","Louise Bourgeois",1989,"Moma",14165
"33320","Untitled #7","Nicola Tyson",1997,"Moma",14166
"33321","Portrait of Pop Hart","Richard Lahey",1920,"Moma",14167
"33322","Study for Sculpture","Eduardo Paolozzi",1950,"Moma",14168
"33323","Street Corner","John Roy",1966,"Moma",14169
"33324","Sibyl Vane on the Park. Costume design for The Picture of Dorian Gray","Jim Dine",1968,"Moma",14170
